incident_number,short_description,category,subcategory,priority,state,opened_at,resolved_at,closed_at,assigned_to,assignment_group,opened_by,contact_type,sla_breach,satisfaction_score
INC1002424,Printer Issue - User request,Printer Issue,General,P3 - Medium,Closed,2024-01-25 09:47:28,2024-01-25 22:23:23,2024-01-25 23:43:23,anna.clark,Service Desk L1,Peter.Johnson,Self-Service Portal,false,3.5
INC1002425,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-17 07:31:32,2024-01-17 08:10:58,2024-01-17 09:50:58,john.smith,Service Desk L1,Yuki.Scott,Chat,false,4.7
INC1002426,VPN Access - User request,VPN Access,General,P1 - Critical,Pending,2024-01-08 20:57:05,,,james.harris,Service Desk L2,Jack.Chen,Phone,false,
INC1002427,Other - User request,Other,General,P4 - Low,Closed,2024-01-24 15:53:43,2024-01-25 20:51:08,2024-01-25 22:35:08,mike.wilson,Hardware Team,Zara.Walsh,Phone,false,
INC1002428,Network Connectivity - User request,Network Connectivity,Ethernet,P2 - High,Closed,2024-01-01 13:57:19,2024-01-01 20:34:43,2024-01-01 20:55:43,robert.lewis,Service Desk L2,Bob.Johnson,Self-Service Portal,true,1.0
INC1002429,Email / Outlook - User request,Email / Outlook,Calendar issue,P3 - Medium,Closed,2024-01-03 15:17:26,2024-01-03 20:49:09,2024-01-03 21:15:09,sarah.jones,Security Team,Alice.Quinn,Chat,false,4.7
INC1002430,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-24 09:08:24,2024-01-24 10:25:47,2024-01-24 12:06:47,anna.clark,Service Desk L1,Alice.Evans,Chat,false,
INC1002431,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-08 08:51:54,2024-01-08 14:51:17,2024-01-08 15:53:17,david.brown,Service Desk L1,Iris.Davis,Email,false,5.0
INC1002432,Hardware Issue - User request,Hardware Issue,Desktop,P4 - Low,Closed,2024-01-16 15:14:51,2024-01-19 12:47:42,2024-01-19 13:41:42,emma.white,Service Desk L1,Iris.Anderson,Email,false,3.1
INC1002433,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-19 10:05:32,2024-01-19 11:01:22,2024-01-19 11:20:22,john.smith,Service Desk L2,Henry.Garcia,Email,false,3.4
INC1002434,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-11 11:24:47,2024-01-11 15:42:42,2024-01-11 16:14:42,lisa.taylor,Service Desk L2,Grace.Foster,Phone,false,5.0
INC1002435,Other - User request,Other,General,P3 - Medium,Closed,2024-01-25 09:34:12,2024-01-26 06:21:35,2024-01-26 07:09:35,sarah.jones,Service Desk L2,Olivia.Zhang,Chat,false,
INC1002436,Password Reset - User request,Password Reset,VPN Password,P1 - Critical,Closed,2024-01-24 10:06:47,2024-01-24 10:34:34,2024-01-24 11:19:34,emma.white,Service Desk L1,Grace.Davis,Phone,false,3.4
INC1002437,Network Connectivity - User request,Network Connectivity,Ethernet,P3 - Medium,Closed,2024-01-23 07:11:59,2024-01-25 01:08:19,2024-01-25 02:53:19,john.smith,Service Desk L2,Rachel.Park,Email,true,1.7
INC1002438,Other - User request,Other,General,P4 - Low,Closed,2024-01-23 10:41:31,2024-01-24 11:32:58,2024-01-24 12:58:58,john.smith,Network Team,Carol.Martin,Email,false,4.3
INC1002439,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-19 16:31:29,2024-01-20 17:40:49,2024-01-20 19:30:49,david.brown,Service Desk L2,Zara.Lopez,Chat,true,2.3
INC1002440,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-16 15:55:45,2024-01-16 16:38:45,2024-01-16 17:11:45,lisa.taylor,Service Desk L1,Tina.Anderson,Self-Service Portal,false,
INC1002441,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-01 12:50:00,2024-01-01 14:13:51,2024-01-01 15:23:51,mike.wilson,Security Team,Karen.Garcia,Chat,false,
INC1002442,Software Installation - User request,Software Installation,Business App,P1 - Critical,Closed,2024-01-23 20:57:22,2024-01-23 21:38:17,2024-01-23 22:43:17,lisa.taylor,Service Desk L2,David.Johnson,Email,false,5.0
INC1002443,Hardware Issue - User request,Hardware Issue,Docking Station,P4 - Low,Closed,2024-01-16 08:19:27,2024-01-21 00:11:04,2024-01-21 01:35:04,anna.clark,Service Desk L1,Yuki.Evans,Walk-in,true,2.1
INC1002444,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Closed,2024-01-16 09:56:08,2024-01-16 14:30:59,2024-01-16 15:06:59,sarah.jones,Service Desk L2,Henry.Vance,Email,false,
INC1002445,Network Connectivity - User request,Network Connectivity,Firewall,P4 - Low,Closed,2024-01-25 09:40:49,2024-01-26 09:38:20,2024-01-26 11:32:20,lisa.taylor,Security Team,Carol.Xu,Self-Service Portal,false,5.0
INC1002446,Software Installation - User request,Software Installation,Microsoft Office,P2 - High,Closed,2024-01-10 09:16:28,2024-01-10 12:22:07,2024-01-10 14:13:07,john.smith,Service Desk L2,Victor.Davis,Phone,false,
INC1002447,Other - User request,Other,General,P2 - High,Closed,2024-01-22 17:36:08,2024-01-22 23:13:43,2024-01-23 00:14:43,mike.wilson,Service Desk L2,Victor.O'Brien,Phone,true,1.0
INC1002448,Software Installation - User request,Software Installation,Microsoft Office,P3 - Medium,Closed,2024-01-10 23:01:31,2024-01-11 09:54:50,2024-01-11 10:34:50,james.harris,Service Desk L1,Tina.Kim,Phone,false,2.5
INC1002449,Network Connectivity - User request,Network Connectivity,Firewall,P3 - Medium,Closed,2024-01-19 08:48:56,2024-01-19 20:03:10,2024-01-19 21:21:10,sarah.jones,Service Desk L1,Karen.Evans,Phone,false,
INC1002450,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-08 08:10:58,2024-01-09 17:29:27,2024-01-09 18:10:27,james.harris,Service Desk L2,Frank.Zhang,Phone,false,3.6
INC1002451,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-08 11:26:08,2024-01-08 16:54:35,2024-01-08 18:01:35,lisa.taylor,Service Desk L1,Henry.Foster,Phone,false,5.0
INC1002452,Printer Issue - User request,Printer Issue,General,P4 - Low,Reopened,2024-01-22 13:58:28,2024-01-24 05:50:53,,sarah.jones,Service Desk L1,Wendy.Nelson,Phone,false,
INC1002453,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-15 08:26:42,2024-01-15 20:20:16,2024-01-15 20:57:16,john.smith,Network Team,Victor.Upton,Email,false,4.7
INC1002454,Software Installation - User request,Software Installation,Microsoft Office,P3 - Medium,Closed,2024-01-10 07:32:29,2024-01-11 14:22:41,2024-01-11 15:44:41,john.smith,Service Desk L1,Jack.Johnson,Self-Service Portal,true,2.3
INC1002455,Printer Issue - User request,Printer Issue,General,P3 - Medium,Closed,2024-01-17 15:00:02,2024-01-17 21:25:36,2024-01-17 22:00:36,mike.wilson,Hardware Team,Rachel.O'Brien,Self-Service Portal,false,3.0
INC1002456,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P3 - Medium,Closed,2024-01-26 12:56:24,2024-01-27 05:36:40,2024-01-27 07:10:40,emma.white,Service Desk L1,Zara.Zhang,Email,false,2.5
INC1002457,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P2 - High,Closed,2024-01-16 01:35:17,2024-01-16 07:23:41,2024-01-16 07:57:41,james.harris,Hardware Team,Quinn.Foster,Email,true,
INC1002458,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P2 - High,Open,2024-01-25 10:02:56,,,anna.clark,Security Team,Wendy.Nelson,Phone,false,
INC1002459,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-17 12:25:26,2024-01-19 03:45:51,2024-01-19 05:07:51,lisa.taylor,Network Team,Yuki.Martin,Phone,false,
INC1002460,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-22 14:36:35,2024-01-22 18:48:22,2024-01-22 20:13:22,john.smith,Service Desk L2,Bob.Young,Chat,false,5.0
INC1002461,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P3 - Medium,Closed,2024-01-24 13:51:09,2024-01-25 02:36:10,2024-01-25 03:00:10,james.harris,Service Desk L1,Olivia.Scott,Phone,false,3.1
INC1002462,Network Connectivity - User request,Network Connectivity,Ethernet,P1 - Critical,Closed,2024-01-02 06:10:00,2024-01-02 06:35:20,2024-01-02 07:08:20,sarah.jones,Service Desk L1,Frank.Lopez,Email,false,
INC1002463,Software Installation - User request,Software Installation,Business App,P4 - Low,Closed,2024-01-05 12:06:05,2024-01-06 09:06:21,2024-01-06 11:00:21,sarah.jones,Service Desk L1,Tina.Upton,Email,false,4.4
INC1002464,Security Alert - User request,Security Alert,General,P2 - High,Closed,2024-01-24 10:31:09,2024-01-24 15:15:24,2024-01-24 15:31:24,emma.white,Service Desk L2,Tina.Scott,Chat,true,1.5
INC1002465,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-10 09:53:30,2024-01-10 10:48:43,2024-01-10 11:57:43,lisa.taylor,Service Desk L2,Grace.Thomas,Chat,false,4.8
INC1002466,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-24 12:30:39,2024-01-24 20:41:28,2024-01-24 22:15:28,john.smith,Service Desk L1,Grace.Hall,Self-Service Portal,false,
INC1002467,Other - User request,Other,General,P3 - Medium,Closed,2024-01-01 09:05:16,2024-01-01 22:27:54,2024-01-02 00:09:54,anna.clark,Service Desk L2,Grace.Evans,Email,false,4.7
INC1002468,Other - User request,Other,General,P3 - Medium,Closed,2024-01-22 10:24:11,2024-01-22 14:36:48,2024-01-22 15:02:48,john.smith,Service Desk L1,Wendy.Upton,Email,false,5.0
INC1002469,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-23 07:59:12,2024-01-23 20:35:56,2024-01-23 21:09:56,john.smith,Service Desk L2,Henry.Kim,Self-Service Portal,false,
INC1002470,Email / Outlook - User request,Email / Outlook,Calendar issue,P3 - Medium,Closed,2024-01-01 04:21:58,2024-01-01 09:47:36,2024-01-01 10:44:36,sarah.jones,Service Desk L1,Eve.Thomas,Self-Service Portal,false,4.4
INC1002471,Network Connectivity - User request,Network Connectivity,Ethernet,P3 - Medium,Closed,2024-01-08 08:48:14,2024-01-08 15:06:05,2024-01-08 16:13:05,sarah.jones,Service Desk L2,Grace.Young,Email,false,4.9
INC1002472,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-15 15:39:28,2024-01-15 19:47:03,2024-01-15 20:07:03,lisa.taylor,Service Desk L1,Xander.Davis,Self-Service Portal,false,4.3
INC1002473,Password Reset - User request,Password Reset,Application Password,P4 - Low,Pending,2024-01-26 10:57:22,,,john.smith,Network Team,Peter.Walsh,Phone,false,
INC1002474,Network Connectivity - User request,Network Connectivity,Firewall,P2 - High,Reopened,2024-01-23 14:13:17,2024-01-23 16:55:23,,david.brown,Service Desk L1,Karen.Walsh,Phone,false,
INC1002475,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-16 05:32:20,2024-01-16 18:34:56,2024-01-16 20:09:56,david.brown,Security Team,Tina.Upton,Email,false,3.3
INC1002476,System Performance - User request,System Performance,General,P3 - Medium,Pending,2024-01-19 14:54:00,,,emma.white,Service Desk L1,Alice.Zhang,Email,false,
INC1002477,Printer Issue - User request,Printer Issue,General,P4 - Low,Closed,2024-01-10 06:57:32,2024-01-10 18:18:28,2024-01-10 19:45:28,anna.clark,Service Desk L1,Eve.Lopez,Self-Service Portal,false,
INC1002478,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-15 10:35:32,2024-01-17 10:49:41,2024-01-17 11:26:41,david.brown,Service Desk L1,Jack.Upton,Phone,false,3.3
INC1002479,Other - User request,Other,General,P3 - Medium,Closed,2024-01-04 08:19:48,2024-01-04 15:56:13,2024-01-04 17:32:13,emma.white,Service Desk L2,Bob.Johnson,Self-Service Portal,false,2.9
INC1002480,Password Reset - User request,Password Reset,VPN Password,P1 - Critical,Closed,2024-01-17 01:19:59,2024-01-17 01:27:56,2024-01-17 03:03:56,mike.wilson,Service Desk L1,Karen.Lopez,Self-Service Portal,false,3.3
INC1002481,System Performance - User request,System Performance,General,P2 - High,Closed,2024-01-01 09:05:58,2024-01-01 10:50:01,2024-01-01 12:48:01,mike.wilson,Service Desk L1,Nathan.Quinn,Self-Service Portal,false,
INC1002482,System Performance - User request,System Performance,General,P1 - Critical,Closed,2024-01-01 13:30:52,2024-01-01 14:35:01,2024-01-01 16:30:01,anna.clark,Service Desk L1,Rachel.Young,Self-Service Portal,true,1.1
INC1002483,Password Reset - User request,Password Reset,Application Password,P1 - Critical,Closed,2024-01-22 08:21:49,2024-01-22 08:53:07,2024-01-22 10:21:07,sarah.jones,Network Team,Frank.Ingram,Email,false,2.7
INC1002484,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-11 12:41:05,2024-01-11 16:40:16,2024-01-11 17:14:16,sarah.jones,Service Desk L1,Maria.Chen,Email,false,5.0
INC1002485,Security Alert - User request,Security Alert,General,P4 - Low,Reopened,2024-01-05 08:14:40,2024-01-06 16:21:11,,emma.white,Service Desk L1,Bob.Johnson,Email,false,
INC1002486,Account Unlock - User request,Account Unlock,General,P3 - Medium,Reopened,2024-01-08 09:18:09,2024-01-08 15:57:42,,mike.wilson,Service Desk L1,Maria.Martin,Phone,false,
INC1002487,Other - User request,Other,General,P4 - Low,Closed,2024-01-15 15:13:04,2024-01-16 18:07:34,2024-01-16 19:54:34,lisa.taylor,Service Desk L2,Quinn.Johnson,Self-Service Portal,false,3.6
INC1002488,Printer Issue - User request,Printer Issue,General,P4 - Low,Closed,2024-01-22 13:49:58,2024-01-23 14:08:10,2024-01-23 15:41:10,john.smith,Service Desk L2,Nathan.Walsh,Email,false,3.8
INC1002489,Network Connectivity - User request,Network Connectivity,VPN,P1 - Critical,Closed,2024-01-22 10:05:46,2024-01-22 11:35:53,2024-01-22 12:40:53,lisa.taylor,Service Desk L1,Tina.Garcia,Phone,true,
INC1002490,Email / Outlook - User request,Email / Outlook,Calendar issue,P2 - High,Closed,2024-01-26 16:04:59,2024-01-26 19:38:36,2024-01-26 21:29:36,james.harris,Network Team,Victor.Hall,Phone,false,
INC1002491,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-01 09:49:15,2024-01-01 12:25:34,2024-01-01 13:17:34,mike.wilson,Service Desk L1,Wendy.Roberts,Walk-in,false,5.0
INC1002492,Software Installation - User request,Software Installation,Development Tools,P1 - Critical,Pending,2024-01-18 08:52:54,,,emma.white,Service Desk L2,Quinn.Upton,Email,false,
INC1002493,Network Connectivity - User request,Network Connectivity,Firewall,P2 - High,Reopened,2024-01-15 15:03:10,2024-01-15 16:26:42,,mike.wilson,Network Team,Nathan.Vance,Email,false,
INC1002494,Email / Outlook - User request,Email / Outlook,Mailbox full,P4 - Low,Closed,2024-01-26 12:48:59,2024-01-27 06:58:09,2024-01-27 08:55:09,emma.white,Network Team,Jack.Scott,Email,false,
INC1002495,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-16 08:14:18,2024-01-16 08:37:21,2024-01-16 09:47:21,lisa.taylor,Service Desk L1,Victor.Baker,Email,false,
INC1002496,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P4 - Low,Reopened,2024-01-24 10:48:49,2024-01-29 04:35:49,,james.harris,Service Desk L1,Peter.Garcia,Email,false,
INC1002497,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-25 10:55:37,2024-01-25 13:53:46,2024-01-25 15:36:46,sarah.jones,Service Desk L1,Victor.Martin,Self-Service Portal,false,3.1
INC1002498,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-16 10:57:36,2024-01-16 14:34:14,2024-01-16 15:59:14,anna.clark,Service Desk L2,Nathan.Chen,Chat,false,5.0
INC1002499,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-08 14:50:30,2024-01-08 19:48:40,2024-01-08 20:39:40,john.smith,Service Desk L2,Leo.Scott,Walk-in,false,4.3
INC1002500,Security Alert - User request,Security Alert,General,P2 - High,Closed,2024-01-23 08:50:53,2024-01-23 11:41:05,2024-01-23 13:09:05,sarah.jones,Security Team,Iris.Baker,Phone,false,4.1
INC1002501,Hardware Issue - User request,Hardware Issue,Desktop,P4 - Low,Closed,2024-01-01 12:56:24,2024-01-08 07:40:33,2024-01-08 08:15:33,mike.wilson,Service Desk L2,Grace.Park,Walk-in,true,1.0
INC1002502,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-09 08:26:37,2024-01-09 09:06:18,2024-01-09 10:08:18,lisa.taylor,Network Team,Victor.Lopez,Email,false,5.0
INC1002503,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-26 09:01:31,2024-01-26 23:32:38,2024-01-27 00:12:38,mike.wilson,Service Desk L1,Eve.Evans,Email,false,
INC1002504,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-06 14:59:50,2024-01-07 01:41:20,2024-01-07 02:06:20,john.smith,Service Desk L1,Alice.Ingram,Phone,false,
INC1002505,System Performance - User request,System Performance,General,P4 - Low,Closed,2024-01-24 13:01:42,2024-02-02 06:49:35,2024-02-02 07:59:35,james.harris,Service Desk L1,Zara.Lopez,Phone,true,1.0
INC1002506,Email / Outlook - User request,Email / Outlook,Calendar issue,P3 - Medium,Closed,2024-01-03 10:26:22,2024-01-04 22:15:25,2024-01-05 00:07:25,mike.wilson,Service Desk L1,Alice.Walsh,Email,true,3.2
INC1002507,VPN Access - User request,VPN Access,General,P3 - Medium,Reopened,2024-01-22 15:38:36,2024-01-23 02:34:55,,lisa.taylor,Service Desk L2,Xander.O'Brien,Self-Service Portal,false,
INC1002508,Email / Outlook - User request,Email / Outlook,Configuration,P2 - High,Closed,2024-01-12 09:18:51,2024-01-12 10:10:56,2024-01-12 10:36:56,john.smith,Hardware Team,Zara.Martin,Phone,false,
INC1002509,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-11 13:25:21,2024-01-11 18:41:49,2024-01-11 20:24:49,lisa.taylor,Service Desk L1,Karen.Upton,Email,false,
INC1002510,Network Connectivity - User request,Network Connectivity,Ethernet,P2 - High,Closed,2024-01-23 15:38:55,2024-01-23 16:17:51,2024-01-23 16:42:51,lisa.taylor,Service Desk L1,David.Foster,Email,false,4.9
INC1002511,Network Connectivity - User request,Network Connectivity,VPN,P3 - Medium,Closed,2024-01-05 14:54:33,2024-01-06 01:25:58,2024-01-06 02:13:58,lisa.taylor,Network Team,Wendy.Evans,Phone,false,
INC1002512,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-26 13:44:43,2024-01-26 16:00:20,2024-01-26 16:58:20,sarah.jones,Service Desk L1,Leo.Martin,Phone,false,4.1
INC1002513,Account Unlock - User request,Account Unlock,General,P3 - Medium,In Progress,2024-01-04 11:03:33,,,robert.lewis,Security Team,Iris.Evans,Phone,false,
INC1002514,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-19 11:47:14,2024-01-19 19:11:13,2024-01-19 20:27:13,sarah.jones,Service Desk L1,Carol.Upton,Phone,false,
INC1002515,Other - User request,Other,General,P3 - Medium,Closed,2024-01-10 14:46:04,2024-01-10 21:24:00,2024-01-10 21:43:00,john.smith,Service Desk L1,Alice.Young,Phone,false,3.2
INC1002516,Printer Issue - User request,Printer Issue,General,P2 - High,Closed,2024-01-05 09:14:40,2024-01-05 13:56:25,2024-01-05 14:42:25,james.harris,Service Desk L2,Sam.O'Brien,Phone,true,3.3
INC1002517,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-23 13:33:28,2024-01-23 17:03:10,2024-01-23 18:52:10,mike.wilson,Service Desk L1,Olivia.Xu,Chat,false,4.8
