ticket_id,subject,category,priority,status,created_at,resolved_at,closed_at,assignee,team,customer,contact_channel,sla_breached,satisfaction_score
SUP-2002568,Account Management - MedGroup,Account Management,Medium,Closed,2024-01-25 14:06:28,2024-01-26 09:20:36,2024-01-26 10:07:36,alex.chen,Account Team,MedGroup,Phone,false,
SUP-2002569,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-02 12:45:47,2024-01-02 19:08:08,2024-01-02 19:23:08,thomas.berg,Finance Support,TechStart Inc,Email,false,
SUP-2002570,Account Management - MedGroup,Account Management,High,Closed,2024-01-01 11:58:30,2024-01-01 20:50:42,2024-01-01 21:09:42,jennifer.wu,Account Team,MedGroup,Phone,false,7.8
SUP-2002571,Account Management - CityCouncil,Account Management,Medium,Closed,2024-01-08 09:04:45,2024-01-08 23:27:12,2024-01-09 00:23:12,jennifer.wu,Account Team,CityCouncil,Chat,false,7.0
SUP-2002572,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-24 15:31:59,2024-01-25 11:37:13,2024-01-25 12:07:13,laura.smith,Finance Support,Acme Corp,Phone,false,6.8
SUP-2002573,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-18 01:20:23,2024-01-18 09:50:20,2024-01-18 10:24:20,alex.chen,Technical Team,TechStart Inc,Chat,false,7.1
SUP-2002574,Data Export/Import - Acme Corp,Data Export/Import,Medium,Closed,2024-01-01 11:56:54,2024-01-03 05:48:30,2024-01-03 06:29:30,thomas.berg,Technical Team,Acme Corp,Portal,false,5.3
SUP-2002575,Technical Support - RetailCo,Technical Support,Medium,Closed,2024-01-17 18:09:20,2024-01-20 08:57:40,2024-01-20 09:54:40,jennifer.wu,Technical Team,RetailCo,Portal,false,7.1
SUP-2002576,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-25 09:57:42,2024-01-25 15:41:07,2024-01-25 16:20:07,maya.patel,Finance Support,TechStart Inc,Chat,false,
SUP-2002577,Data Export/Import - UniServices,Data Export/Import,Low,Closed,2024-01-16 08:05:26,2024-01-19 15:11:29,2024-01-19 15:30:29,maya.patel,Technical Team,UniServices,Phone,false,
SUP-2002578,Performance Issue - Individual,Performance Issue,Medium,Closed,2024-01-22 10:48:57,2024-01-22 19:04:01,2024-01-22 19:33:01,ryan.kim,Engineering,Individual,Email,false,6.3
SUP-2002579,Account Management - MedGroup,Account Management,Medium,Closed,2024-01-22 12:03:58,2024-01-24 06:07:35,2024-01-24 06:41:35,laura.smith,Account Team,MedGroup,Phone,false,
SUP-2002580,Account Management - UniServices,Account Management,Critical,Closed,2024-01-01 12:23:20,2024-01-01 13:46:21,2024-01-01 14:23:21,sofia.moreau,Account Team,UniServices,Phone,false,8.3
SUP-2002581,Integration Problem - Individual,Integration Problem,High,Closed,2024-01-06 04:00:54,2024-01-06 07:11:48,2024-01-06 07:44:48,sofia.moreau,Integration Team,Individual,Email,false,
SUP-2002582,Feature Request - TechStart Inc,Feature Request,High,Closed,2024-01-19 09:47:22,2024-01-19 15:45:01,2024-01-19 15:52:01,laura.smith,Product Team,TechStart Inc,Phone,false,6.5
SUP-2002583,Technical Support - Individual,Technical Support,High,Escalated,2024-01-18 11:22:12,2024-01-18 16:43:22,,ryan.kim,Technical Team,Individual,Portal,false,
SUP-2002584,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-11 16:10:31,2024-01-12 15:46:24,2024-01-12 16:39:24,jennifer.wu,Technical Team,MedGroup,Chat,false,6.7
SUP-2002585,Billing Issue - Acme Corp,Billing Issue,Low,Closed,2024-01-24 04:40:34,2024-01-26 18:09:20,2024-01-26 18:47:20,jennifer.wu,Finance Support,Acme Corp,Phone,false,7.5
SUP-2002586,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-27 09:33:48,2024-01-27 20:34:56,2024-01-27 21:20:56,alex.chen,Technical Team,TechStart Inc,Email,false,6.9
SUP-2002587,Billing Issue - StartupXYZ,Billing Issue,Medium,Closed,2024-01-18 10:19:46,2024-01-18 14:37:04,2024-01-18 15:28:04,laura.smith,Finance Support,StartupXYZ,Phone,false,8.5
SUP-2002588,Integration Problem - UniServices,Integration Problem,Medium,Closed,2024-01-06 03:39:53,2024-01-08 05:09:13,2024-01-08 05:42:13,jennifer.wu,Integration Team,UniServices,Portal,false,6.5
SUP-2002589,Billing Issue - RetailCo,Billing Issue,Medium,Closed,2024-01-24 13:19:34,2024-01-24 19:10:14,2024-01-24 19:40:14,alex.chen,Finance Support,RetailCo,Email,false,
SUP-2002590,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-11 10:17:51,2024-01-11 14:31:45,2024-01-11 15:29:45,alex.chen,Technical Team,TechStart Inc,Phone,false,7.8
SUP-2002591,Billing Issue - MedGroup,Billing Issue,Medium,Closed,2024-01-20 13:02:10,2024-01-25 03:44:21,2024-01-25 03:55:21,jennifer.wu,Finance Support,MedGroup,Portal,true,6.8
SUP-2002592,Integration Problem - TechStart Inc,Integration Problem,Low,Closed,2024-01-08 10:14:52,2024-01-20 11:25:42,2024-01-20 12:25:42,maya.patel,Integration Team,TechStart Inc,Email,true,7.1
SUP-2002593,Account Management - UniServices,Account Management,Medium,Closed,2024-01-27 11:44:55,2024-01-29 14:32:33,2024-01-29 14:47:33,thomas.berg,Account Team,UniServices,Email,false,
SUP-2002594,Integration Problem - Acme Corp,Integration Problem,Low,Escalated,2024-01-05 14:13:37,2024-01-22 14:55:46,,ryan.kim,Integration Team,Acme Corp,Portal,false,
SUP-2002595,Feature Request - TechStart Inc,Feature Request,Medium,Closed,2024-01-03 08:22:39,2024-01-06 02:20:47,2024-01-06 02:58:47,carlos.silva,Product Team,TechStart Inc,Phone,false,4.3
SUP-2002596,Technical Support - Individual,Technical Support,High,Escalated,2024-01-01 16:43:37,2024-01-01 21:03:10,,laura.smith,Technical Team,Individual,Email,false,
SUP-2002597,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-24 14:42:21,2024-01-25 05:03:42,2024-01-25 05:19:42,maya.patel,Technical Team,TechStart Inc,Phone,false,
SUP-2002598,Feature Request - Individual,Feature Request,High,Closed,2024-01-25 17:03:57,2024-01-25 23:59:37,2024-01-26 00:51:37,sofia.moreau,Product Team,Individual,Email,false,7.5
SUP-2002599,Performance Issue - Individual,Performance Issue,Medium,Closed,2024-01-12 18:39:46,2024-01-13 01:54:40,2024-01-13 02:34:40,laura.smith,Engineering,Individual,Portal,false,6.5
SUP-2002600,Account Management - CityCouncil,Account Management,Medium,Reopened,2024-01-22 11:55:45,2024-01-23 22:38:16,,jennifer.wu,Account Team,CityCouncil,Chat,false,
SUP-2002601,Integration Problem - MedGroup,Integration Problem,Medium,Closed,2024-01-09 09:31:23,2024-01-10 22:22:00,2024-01-10 22:44:00,alex.chen,Integration Team,MedGroup,Phone,false,7.4
SUP-2002602,Billing Issue - StartupXYZ,Billing Issue,Medium,Closed,2024-01-24 17:24:10,2024-01-27 09:06:09,2024-01-27 09:25:09,ryan.kim,Finance Support,StartupXYZ,Portal,false,6.1
SUP-2002603,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-15 10:38:37,2024-01-16 01:07:47,2024-01-16 01:35:47,laura.smith,Finance Support,TechStart Inc,Email,false,8.8
SUP-2002604,Data Export/Import - Acme Corp,Data Export/Import,High,Reopened,2024-01-24 00:18:55,2024-01-24 11:01:13,,laura.smith,Technical Team,Acme Corp,Email,false,
SUP-2002605,Account Management - Individual,Account Management,Medium,Closed,2024-01-10 21:26:09,2024-01-11 21:53:20,2024-01-11 22:27:20,ryan.kim,Account Team,Individual,Portal,false,8.6
SUP-2002606,Integration Problem - Acme Corp,Integration Problem,Low,Escalated,2024-01-12 09:19:48,2024-01-24 23:57:11,,maya.patel,Integration Team,Acme Corp,Phone,false,
SUP-2002607,Performance Issue - Acme Corp,Performance Issue,High,Closed,2024-01-01 18:08:37,2024-01-02 01:30:46,2024-01-02 02:05:46,alex.chen,Engineering,Acme Corp,Email,false,
SUP-2002608,Integration Problem - MedGroup,Integration Problem,Medium,Closed,2024-01-04 08:36:20,2024-01-07 04:06:59,2024-01-07 04:34:59,jennifer.wu,Integration Team,MedGroup,Email,false,
SUP-2002609,Technical Support - Global Finance,Technical Support,High,Escalated,2024-01-08 14:04:51,2024-01-08 22:35:16,,sofia.moreau,Technical Team,Global Finance,Email,false,
SUP-2002610,Technical Support - Acme Corp,Technical Support,Medium,Closed,2024-01-08 12:40:42,2024-01-10 07:21:25,2024-01-10 08:17:25,laura.smith,Technical Team,Acme Corp,Phone,false,5.9
SUP-2002611,Performance Issue - Acme Corp,Performance Issue,Medium,Closed,2024-01-11 16:09:41,2024-01-13 02:28:18,2024-01-13 02:45:18,carlos.silva,Engineering,Acme Corp,Portal,false,5.3
SUP-2002612,Technical Support - RetailCo,Technical Support,High,Closed,2024-01-01 11:40:11,2024-01-01 19:26:24,2024-01-01 19:52:24,laura.smith,Technical Team,RetailCo,Portal,false,7.8
SUP-2002613,Integration Problem - UniServices,Integration Problem,Medium,Reopened,2024-01-02 14:17:59,2024-01-04 14:27:21,,sofia.moreau,Integration Team,UniServices,Phone,false,
SUP-2002614,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-19 06:38:56,2024-01-19 20:20:18,2024-01-19 20:53:18,jennifer.wu,Finance Support,TechStart Inc,Email,false,7.6
SUP-2002615,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-08 15:41:11,2024-01-10 03:20:09,2024-01-10 04:19:09,sofia.moreau,Technical Team,TechStart Inc,Email,false,7.0
SUP-2002616,Feature Request - UniServices,Feature Request,High,Closed,2024-01-18 09:01:40,2024-01-19 22:48:15,2024-01-19 22:53:15,thomas.berg,Product Team,UniServices,Email,true,2.7
SUP-2002617,Billing Issue - CityCouncil,Billing Issue,High,Closed,2024-01-08 03:55:38,2024-01-08 12:52:28,2024-01-08 13:25:28,carlos.silva,Finance Support,CityCouncil,Portal,false,7.6
SUP-2002618,Technical Support - Global Finance,Technical Support,Medium,Escalated,2024-01-17 08:48:08,2024-01-20 18:21:47,,alex.chen,Technical Team,Global Finance,Chat,false,
SUP-2002619,Technical Support - UniServices,Technical Support,Medium,Closed,2024-01-01 09:29:09,2024-01-02 16:03:05,2024-01-02 16:38:05,alex.chen,Technical Team,UniServices,Chat,false,7.0
SUP-2002620,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-11 11:51:35,2024-01-12 04:24:52,2024-01-12 05:11:52,carlos.silva,Finance Support,TechStart Inc,Phone,false,8.2
SUP-2002621,Account Management - RetailCo,Account Management,Low,Escalated,2024-01-05 09:43:24,2024-01-09 22:21:58,,ryan.kim,Account Team,RetailCo,Chat,false,
SUP-2002622,Technical Support - RetailCo,Technical Support,Low,Closed,2024-01-28 14:21:33,2024-02-25 15:51:55,2024-02-25 16:39:55,thomas.berg,Technical Team,RetailCo,Chat,true,6.1
SUP-2002623,Technical Support - Individual,Technical Support,Low,Closed,2024-01-27 13:33:28,2024-01-29 14:02:09,2024-01-29 14:42:09,sofia.moreau,Technical Team,Individual,Email,false,7.9
SUP-2002624,Account Management - CityCouncil,Account Management,Medium,Escalated,2024-01-10 22:36:58,2024-01-11 20:21:14,,jennifer.wu,Account Team,CityCouncil,Chat,false,
SUP-2002625,Feature Request - Individual,Feature Request,High,Closed,2024-01-19 12:25:10,2024-01-20 19:41:12,2024-01-20 20:28:12,carlos.silva,Product Team,Individual,Portal,true,6.6
SUP-2002626,Integration Problem - MedGroup,Integration Problem,High,Closed,2024-01-27 23:37:18,2024-01-28 10:40:58,2024-01-28 11:37:58,alex.chen,Integration Team,MedGroup,Phone,false,7.1
SUP-2002627,Feature Request - TechStart Inc,Feature Request,Medium,Closed,2024-01-11 23:52:40,2024-01-17 12:56:42,2024-01-17 13:51:42,thomas.berg,Product Team,TechStart Inc,Chat,true,4.5
SUP-2002628,Integration Problem - Individual,Integration Problem,High,Closed,2024-01-06 12:56:16,2024-01-06 16:23:22,2024-01-06 16:55:22,carlos.silva,Integration Team,Individual,Chat,false,
SUP-2002629,Billing Issue - Individual,Billing Issue,High,Closed,2024-01-03 15:55:21,2024-01-03 22:50:48,2024-01-03 23:43:48,sofia.moreau,Finance Support,Individual,Portal,false,6.6
SUP-2002630,Performance Issue - MedGroup,Performance Issue,High,Closed,2024-01-16 08:40:01,2024-01-17 03:19:07,2024-01-17 03:41:07,jennifer.wu,Engineering,MedGroup,Portal,false,6.8
SUP-2002631,Technical Support - RetailCo,Technical Support,Low,Closed,2024-01-16 09:43:28,2024-01-28 12:04:01,2024-01-28 12:55:01,alex.chen,Technical Team,RetailCo,Email,true,7.1
SUP-2002632,Billing Issue - Individual,Billing Issue,Critical,Reopened,2024-01-08 15:04:23,2024-01-08 17:01:56,,thomas.berg,Finance Support,Individual,Portal,false,
SUP-2002633,Feature Request - TechStart Inc,Feature Request,Low,Reopened,2024-01-15 11:27:04,2024-01-19 20:18:36,,jennifer.wu,Product Team,TechStart Inc,Portal,false,
SUP-2002634,Billing Issue - UniServices,Billing Issue,Low,Closed,2024-01-17 11:10:03,2024-01-19 03:36:54,2024-01-19 03:53:54,thomas.berg,Finance Support,UniServices,Phone,false,6.3
SUP-2002635,Billing Issue - Global Finance,Billing Issue,Low,Closed,2024-01-27 11:46:29,2024-01-28 19:23:02,2024-01-28 20:07:02,ryan.kim,Finance Support,Global Finance,Email,false,7.0
SUP-2002636,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-03 08:57:16,2024-01-03 23:13:04,2024-01-03 23:18:04,sofia.moreau,Finance Support,TechStart Inc,Portal,false,6.3
SUP-2002637,Integration Problem - TechStart Inc,Integration Problem,High,Closed,2024-01-16 10:33:56,2024-01-17 08:02:15,2024-01-17 08:30:15,laura.smith,Integration Team,TechStart Inc,Portal,false,
SUP-2002638,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-06 12:02:52,2024-01-11 03:30:20,2024-01-11 03:35:20,jennifer.wu,Technical Team,Acme Corp,Phone,false,
SUP-2002639,Billing Issue - UniServices,Billing Issue,High,Reopened,2024-01-04 08:35:26,2024-01-04 10:52:35,,carlos.silva,Finance Support,UniServices,Phone,false,
SUP-2002640,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-10 11:59:15,2024-01-10 14:18:38,2024-01-10 14:31:38,laura.smith,Finance Support,TechStart Inc,Chat,false,
SUP-2002641,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-08 11:23:13,2024-01-08 23:32:01,2024-01-08 23:49:01,laura.smith,Finance Support,TechStart Inc,Chat,false,7.5
SUP-2002642,Billing Issue - MedGroup,Billing Issue,Medium,Closed,2024-01-09 11:09:40,2024-01-09 18:35:38,2024-01-09 19:29:38,laura.smith,Finance Support,MedGroup,Phone,false,6.3
SUP-2002643,Data Export/Import - Global Finance,Data Export/Import,Medium,Closed,2024-01-12 00:53:02,2024-01-12 14:27:41,2024-01-12 15:06:41,alex.chen,Technical Team,Global Finance,Chat,false,
SUP-2002644,Technical Support - MedGroup,Technical Support,Low,Closed,2024-01-26 16:54:55,2024-01-28 21:50:14,2024-01-28 22:25:14,sofia.moreau,Technical Team,MedGroup,Email,false,
SUP-2002645,Performance Issue - TechStart Inc,Performance Issue,Medium,Closed,2024-01-15 15:48:47,2024-01-17 00:33:54,2024-01-17 01:05:54,alex.chen,Engineering,TechStart Inc,Phone,false,7.7
SUP-2002646,Technical Support - Individual,Technical Support,High,Closed,2024-01-11 14:14:01,2024-01-12 12:17:15,2024-01-12 12:22:15,thomas.berg,Technical Team,Individual,Chat,false,
SUP-2002647,Feature Request - TechStart Inc,Feature Request,Medium,Escalated,2024-01-25 11:57:06,2024-01-27 16:28:01,,alex.chen,Product Team,TechStart Inc,Phone,false,
SUP-2002648,Billing Issue - RetailCo,Billing Issue,Medium,Closed,2024-01-22 13:40:06,2024-01-24 10:17:48,2024-01-24 11:01:48,jennifer.wu,Finance Support,RetailCo,Phone,false,
SUP-2002649,Billing Issue - TechStart Inc,Billing Issue,Low,Closed,2024-01-15 11:00:13,2024-01-20 09:50:59,2024-01-20 10:06:59,ryan.kim,Finance Support,TechStart Inc,Chat,false,6.3
SUP-2002650,Feature Request - StartupXYZ,Feature Request,Low,Closed,2024-01-24 16:32:23,2024-01-27 06:50:42,2024-01-27 07:36:42,laura.smith,Product Team,StartupXYZ,Phone,false,
SUP-2002651,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-25 10:41:23,2024-01-25 16:57:40,2024-01-25 17:48:40,maya.patel,Finance Support,Global Finance,Portal,false,7.2
SUP-2002652,Feature Request - TechStart Inc,Feature Request,Medium,Escalated,2024-01-19 02:44:16,2024-01-22 05:23:45,,thomas.berg,Product Team,TechStart Inc,Chat,false,
SUP-2002653,Technical Support - Global Finance,Technical Support,Critical,Closed,2024-01-08 08:19:07,2024-01-08 11:59:51,2024-01-08 12:32:51,carlos.silva,Technical Team,Global Finance,Chat,false,
SUP-2002654,Account Management - TechStart Inc,Account Management,Low,Closed,2024-01-22 08:35:32,2024-01-25 13:15:45,2024-01-25 13:20:45,ryan.kim,Account Team,TechStart Inc,Email,false,4.8
SUP-2002655,Account Management - TechStart Inc,Account Management,Critical,Reopened,2024-01-16 15:01:17,2024-01-16 19:21:50,,thomas.berg,Account Team,TechStart Inc,Email,false,
SUP-2002656,Billing Issue - CityCouncil,Billing Issue,Medium,Closed,2024-01-22 16:36:45,2024-01-23 15:21:49,2024-01-23 15:28:49,maya.patel,Finance Support,CityCouncil,Phone,false,
SUP-2002657,Account Management - Acme Corp,Account Management,High,Reopened,2024-01-05 01:13:44,2024-01-05 17:12:07,,carlos.silva,Account Team,Acme Corp,Phone,false,
SUP-2002658,Billing Issue - Acme Corp,Billing Issue,Critical,Reopened,2024-01-16 09:42:33,2024-01-16 11:53:25,,carlos.silva,Finance Support,Acme Corp,Chat,false,
SUP-2002659,Account Management - UniServices,Account Management,Low,Escalated,2024-01-22 19:43:11,2024-01-24 07:37:11,,carlos.silva,Account Team,UniServices,Portal,false,
SUP-2002660,Technical Support - Global Finance,Technical Support,Critical,Closed,2024-01-05 10:41:51,2024-01-05 13:52:47,2024-01-05 14:35:47,laura.smith,Technical Team,Global Finance,Portal,false,6.7
SUP-2002661,Billing Issue - TechStart Inc,Billing Issue,Low,Closed,2024-01-15 11:41:47,2024-01-16 12:50:09,2024-01-16 13:10:09,ryan.kim,Finance Support,TechStart Inc,Chat,false,6.9
SUP-2002662,Feature Request - MedGroup,Feature Request,Medium,Closed,2024-01-12 14:15:05,2024-01-14 08:22:37,2024-01-14 08:59:37,laura.smith,Product Team,MedGroup,Phone,false,5.4
SUP-2002663,Billing Issue - Acme Corp,Billing Issue,Medium,Escalated,2024-01-24 12:45:23,2024-01-25 00:30:49,,ryan.kim,Finance Support,Acme Corp,Email,false,
SUP-2002664,Technical Support - Global Finance,Technical Support,Low,Closed,2024-01-07 11:00:59,2024-01-08 03:17:23,2024-01-08 03:26:23,maya.patel,Technical Team,Global Finance,Email,false,
SUP-2002665,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-01 08:22:32,2024-01-02 15:17:03,2024-01-02 15:30:03,alex.chen,Technical Team,MedGroup,Portal,false,6.6
SUP-2002666,Feature Request - Acme Corp,Feature Request,Critical,Reopened,2024-01-17 06:33:57,2024-01-17 07:48:44,,sofia.moreau,Product Team,Acme Corp,Chat,false,
SUP-2002667,Feature Request - StartupXYZ,Feature Request,High,Closed,2024-01-09 12:35:31,2024-01-11 06:19:17,2024-01-11 07:12:17,ryan.kim,Product Team,StartupXYZ,Chat,true,5.6
SUP-2002668,Billing Issue - Acme Corp,Billing Issue,Critical,Escalated,2024-01-12 23:36:50,2024-01-13 00:43:57,,ryan.kim,Finance Support,Acme Corp,Chat,false,
SUP-2002669,Account Management - Global Finance,Account Management,High,Closed,2024-01-08 13:12:00,2024-01-09 08:50:04,2024-01-09 09:14:04,laura.smith,Account Team,Global Finance,Portal,false,
SUP-2002670,Feature Request - CityCouncil,Feature Request,Medium,Closed,2024-01-15 12:55:49,2024-01-16 01:24:49,2024-01-16 01:37:49,jennifer.wu,Product Team,CityCouncil,Portal,false,6.5
SUP-2002671,Feature Request - Acme Corp,Feature Request,Low,Escalated,2024-01-19 12:17:58,2024-01-28 15:07:09,,carlos.silva,Product Team,Acme Corp,Email,false,
SUP-2002672,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-17 08:54:29,2024-01-18 23:59:32,2024-01-19 00:44:32,maya.patel,Product Team,Global Finance,Chat,false,6.2
SUP-2002673,Account Management - MedGroup,Account Management,High,Closed,2024-01-20 13:17:36,2024-01-20 17:58:18,2024-01-20 18:05:18,alex.chen,Account Team,MedGroup,Phone,false,6.1
